"Data_Source","Data_Genre","Year","Latitude","Longitude","CSSC_Order","Horizon_Number","Horizon","Upper","Lower","Organic_C","pH_CaCl2","Sand","Silt","Clay"
"NPD",1,"1980",42.99164,-80.38527,"Gleysolic","3","Ckg",66,95,0.29,"7.6",55,36,9
"NPD",1,"1980",42.99164,-80.38527,"Gleysolic","4","Ckg",95,105,0.12,"7.6",84,13,3
"NPD",1,"1980",42.99164,-80.38527,"Gleysolic","2","Bg",28,66,0.32,"7.3",63,25,12
"NPD",1,"1980",42.99164,-80.38527,"Gleysolic","1","Ap",0,28,4.08,"6.9",55,28,17
"NPD",1,"1980",42.94662,-80.38523,"Luvisolic","4","Btgj2",55,69,0.4,"7.4",71,19,10
"NPD",1,"1980",42.94662,-80.38523,"Luvisolic","1","Ap",0,25,3.54,"7.3",70,21,10
"NPD",1,"1980",42.94662,-80.38523,"Luvisolic","2","Bmgj",25,40,0.81,"7.2",78,15,7
"NPD",1,"1980",42.94662,-80.38523,"Luvisolic","3","Btgj1",40,55,0.36,"7.2",73,16,11
"NPD",1,"1980",42.99267,-79.86943,"Luvisolic","4","Ck1",75,125,0.2,"7.4",94,5,1
"NPD",1,"1980",42.99267,-79.86943,"Luvisolic","1","Ap",0,25,1.79,"6.9",61,30,9
"NPD",1,"1980",42.99267,-79.86943,"Luvisolic","3","Bt",55,75,0.28,"6.9",75,12,13
"NPD",1,"1980",42.99267,-79.86943,"Luvisolic","2","Bm",25,55,0.04,"6.8",62,32,6
"NPD",1,"1980",42.93749,-79.8447,"Brunisolic","1","Apk",0,30,2.09,"7.4",26,52,22
"NPD",1,"1980",42.93749,-79.8447,"Brunisolic","4","Ckgj1",90,120,0.08,"7.3",74,20,6
"NPD",1,"1980",42.93749,-79.8447,"Brunisolic","2","Bmgj",30,70,0.24,"7.2",50,35,15
"NPD",1,"1980",42.97078,-80.23894,"Gleysolic","3","Ckg",28,87,0.28,"7.4",2,74,25
"NPD",1,"1980",42.97078,-80.23894,"Gleysolic","2","Bg",13,28,0.28,"7.2",61,30,10
"NPD",1,"1980",42.97078,-80.23894,"Gleysolic","1","Ap",0,13,2.04,"6.9",53,32,15
"NPD",1,"1980",42.84398,-79.61393,"Brunisolic","2","Btjgj",17,50,0.97,"7.3",10,41,48
"NPD",1,"1980",42.84398,-79.61393,"Brunisolic","1","Ap",0,17,4.05,"7.2",14,39,47
"NPD",1,"1980",42.91758,-79.66925,"Gleysolic","4","BCgk",76,92,6.47,"7.6",22,46,32
"NPD",1,"1980",42.91758,-79.66925,"Gleysolic","1","Ahk1",0,50,3.5,"7.5",6,56,38
"NPD",1,"1980",42.91758,-79.66925,"Gleysolic","2","Ahk2",50,58,3.04,"7.5",8,65,27
"NPD",1,"1980",42.91758,-79.66925,"Gleysolic","3","Bgk",58,76,0.04,"7.3",20,42,38
"NPD",1,"1980",42.95962,-80.22706,"Brunisolic","5","Ckgj",55,70,0.04,"7.8",17,71,11
"NPD",1,"1980",42.95962,-80.22706,"Brunisolic","4","Btjgj",40,55,0.57,"7.6",47,39,14
"NPD",1,"1980",42.95962,-80.22706,"Brunisolic","1","Ap",0,15,2.91,"7.4",30,53,17
"NPD",1,"1980",42.95962,-80.22706,"Brunisolic","2","Bm",15,25,1.14,"7.3",32,54,14
"NPD",1,"1980",42.95962,-80.22706,"Brunisolic","3","Bmgj",25,40,0.9,"7.3",33,54,13
"NPD",1,"1982",42.6939,-80.45048,"Luvisolic","2","Bm1",20,54,0.6,"6.2",87,8,5
"NPD",1,"1982",42.6939,-80.45048,"Luvisolic","3","Bm2",54,70,0.1,"6.2",74,21,5
"NPD",1,"1982",42.6939,-80.45048,"Luvisolic","1","Ah",0,20,4.3,"6",78,13,9
"NPD",1,"2000",44.01233,-76.97084,"Brunisolic","6","Ckg",87,100,0,"7.7",44,46.7,9.3
"NPD",1,"2000",44.01233,-76.97084,"Brunisolic","4","Btgj",55,73,0,"7",15,51.6,33.4
"NPD",1,"2000",44.01797,-76.97704,"Luvisolic","3","Ckg",55,70,0,"7.7",35.1,36.3,28.6
"NPD",1,"2000",45.26778,-76.26377,"Luvisolic","4","Cgj",56,100,0.232,"6.88",8,42.4,49.7
"NPD",1,"2000",45.30322,-76.27412,"Gleysolic","3","Btgj",39,59,0.174,"6.34",5.7,41.7,52.6
"NPD",1,"2000",45.30322,-76.27412,"Gleysolic","2","Bmgj",19,39,0.464,"5.31",8.2,41.3,50.5
"NPD",1,"2000",45.19943,-76.1748,"Gleysolic","3","Bmg2",47,68,0.232,"5.93",59,17.6,23.4
"NPD",1,"2000",45.19943,-76.1748,"Gleysolic","2","Bmg1",24,47,0.29,"5.9",79.6,15,5.4
"NPD",1,"1998",45.25,-74.96,"Gleysolic","4","Cg",50,99,0.058,"7.4",87.79,8.5,3.7
"NPD",1,"1998",45.25,-74.96,"Gleysolic","2","Bg1",19,30,0.116,"7",87.09,9.7,3.2
"NPD",1,"1998",45.25,-74.96,"Gleysolic","3","Bg2",30,50,0.058,"6.9",86.88,8.2,4.9
